filename,relative_path,status,reason,vertex_count,edge_count,vertex_types,edge_types,missing_vertices,missing_edges,top_vertex_types,top_edge_types,file_size_mb
CWE-119_CVE-2012-2137_0_vuln.cpg.json,CWE-119_CVE-2012-2137_0_vuln.cpg.json,OK,success,1358,5711,24,16,None,None,TYPE_DECL:189|TYPE:181|METHOD_PARAMETER_IN:151|METHOD_PARAMETER_OUT:151|MEMBER:109|CALL:98,AST:1170|REACHING_DEF:831|EVAL_TYPE:812|CONTAINS:620|CFG:354|DOMINATE:346,5.42
CWE-119_CVE-2012-3364_0_vuln.cpg.json,CWE-119_CVE-2012-3364_0_vuln.cpg.json,OK,success,1140,4024,23,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:140|METHOD_PARAMETER_OUT:140|MEMBER:109|BLOCK:82,AST:953|EVAL_TYPE:665|REACHING_DEF:637|CONTAINS:448|SOURCE_FILE:261|REF:206,4.25
CWE-119_CVE-2012-3364_1_vuln.cpg.json,CWE-119_CVE-2012-3364_1_vuln.cpg.json,OK,success,1077,3516,22,14,CONTROL_STRUCTURE,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:135|METHOD_PARAMETER_OUT:135|MEMBER:109|BLOCK:78,AST:890|EVAL_TYPE:613|REACHING_DEF:507|CONTAINS:401|SOURCE_FILE:261|REF:195,3.89
CWE-119_CVE-2012-3364_2_vuln.cpg.json,CWE-119_CVE-2012-3364_2_vuln.cpg.json,OK,success,1163,4160,24,16,None,None,TYPE_DECL:190|TYPE:182|METHOD_PARAMETER_IN:138|METHOD_PARAMETER_OUT:138|MEMBER:109|BLOCK:83,AST:974|EVAL_TYPE:673|REACHING_DEF:584|CONTAINS:469|SOURCE_FILE:263|REF:212,4.35
CWE-119_CVE-2012-6712_0_vuln.cpg.json,CWE-119_CVE-2012-6712_0_vuln.cpg.json,OK,success,1284,5048,24,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:157|METHOD_PARAMETER_OUT:157|MEMBER:109|BLOCK:88,AST:1097|REACHING_DEF:787|EVAL_TYPE:776|CONTAINS:539|CFG:277|DOMINATE:270,4.98
CWE-119_CVE-2012-6712_1_vuln.cpg.json,CWE-119_CVE-2012-6712_1_vuln.cpg.json,OK,success,1156,4105,22,16,None,None,TYPE_DECL:186|TYPE:178|METHOD_PARAMETER_IN:145|METHOD_PARAMETER_OUT:145|MEMBER:109|BLOCK:84,AST:971|EVAL_TYPE:678|REACHING_DEF:609|CONTAINS:454|SOURCE_FILE:259|REF:205,4.31
CWE-119_CVE-2013-0231_0_vuln.cpg.json,CWE-119_CVE-2013-0231_0_vuln.cpg.json,OK,success,1289,5004,23,16,None,None,TYPE_DECL:190|TYPE:182|METHOD_PARAMETER_IN:156|METHOD_PARAMETER_OUT:156|MEMBER:109|BLOCK:97,AST:1100|EVAL_TYPE:786|REACHING_DEF:733|CONTAINS:543|CFG:268|SOURCE_FILE:263,4.96
CWE-119_CVE-2013-0231_1_vuln.cpg.json,CWE-119_CVE-2013-0231_1_vuln.cpg.json,OK,success,1114,3771,23,16,None,None,TYPE_DECL:189|TYPE:181|METHOD_PARAMETER_IN:137|METHOD_PARAMETER_OUT:137|MEMBER:109|BLOCK:81,AST:926|EVAL_TYPE:643|REACHING_DEF:529|CONTAINS:428|SOURCE_FILE:262|REF:203,4.07
CWE-119_CVE-2013-0309_0_vuln.cpg.json,CWE-119_CVE-2013-0309_0_vuln.cpg.json,OK,success,1029,3215,21,14,CONTROL_STRUCTURE,None,TYPE_DECL:186|TYPE:178|METHOD_PARAMETER_IN:128|METHOD_PARAMETER_OUT:128|MEMBER:109|BLOCK:75,AST:844|EVAL_TYPE:577|REACHING_DEF:435|CONTAINS:374|SOURCE_FILE:259|REF:186,3.66
CWE-119_CVE-2013-0310_0_vuln.cpg.json,CWE-119_CVE-2013-0310_0_vuln.cpg.json,OK,success,1528,7140,24,16,None,None,TYPE_DECL:190|TYPE:182|METHOD_PARAMETER_IN:171|METHOD_PARAMETER_OUT:171|BLOCK:116|CALL:114,REACHING_DEF:1383|AST:1339|EVAL_TYPE:996|CONTAINS:718|CFG:440|DOMINATE:414,6.42
CWE-119_CVE-2013-1772_0_vuln.cpg.json,CWE-119_CVE-2013-1772_0_vuln.cpg.json,OK,success,1468,6142,25,17,None,None,TYPE_DECL:190|TYPE:182|METHOD_PARAMETER_IN:177|METHOD_PARAMETER_OUT:177|BLOCK:120|MEMBER:109,AST:1276|REACHING_DEF:1049|EVAL_TYPE:952|CONTAINS:627|CFG:346|DOMINATE:329,5.83
CWE-119_CVE-2013-1772_1_vuln.cpg.json,CWE-119_CVE-2013-1772_1_vuln.cpg.json,OK,success,1026,3219,21,15,CONTROL_STRUCTURE,None,TYPE_DECL:185|TYPE:177|METHOD_PARAMETER_IN:126|METHOD_PARAMETER_OUT:126|MEMBER:109|BLOCK:74,AST:841|EVAL_TYPE:578|REACHING_DEF:432|CONTAINS:375|SOURCE_FILE:258|REF:188,3.66
CWE-119_CVE-2013-1772_2_vuln.cpg.json,CWE-119_CVE-2013-1772_2_vuln.cpg.json,OK,success,1085,3606,21,16,CONTROL_STRUCTURE,None,TYPE_DECL:186|TYPE:178|METHOD_PARAMETER_IN:136|METHOD_PARAMETER_OUT:136|MEMBER:109|BLOCK:78,AST:899|EVAL_TYPE:631|REACHING_DEF:530|CONTAINS:405|SOURCE_FILE:259|REF:200,3.95
CWE-119_CVE-2013-1772_3_vuln.cpg.json,CWE-119_CVE-2013-1772_3_vuln.cpg.json,OK,success,1094,3622,23,17,None,None,TYPE_DECL:185|TYPE:177|METHOD_PARAMETER_IN:133|METHOD_PARAMETER_OUT:133|MEMBER:109|BLOCK:83,AST:909|EVAL_TYPE:635|REACHING_DEF:509|CONTAINS:413|SOURCE_FILE:258|REF:197,3.97
CWE-119_CVE-2013-1772_4_vuln.cpg.json,CWE-119_CVE-2013-1772_4_vuln.cpg.json,OK,success,1219,4419,24,18,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:154|METHOD_PARAMETER_OUT:154|MEMBER:109|BLOCK:90,AST:1030|EVAL_TYPE:746|REACHING_DEF:692|CONTAINS:468|SOURCE_FILE:261|REF:232,4.57
CWE-119_CVE-2013-1772_5_vuln.cpg.json,CWE-119_CVE-2013-1772_5_vuln.cpg.json,OK,success,1602,7942,24,18,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:174|METHOD_PARAMETER_OUT:174|CALL:151|BLOCK:126,REACHING_DEF:1636|AST:1414|EVAL_TYPE:1042|CONTAINS:784|CFG:506|DOMINATE:471,6.95
CWE-119_CVE-2013-1772_6_vuln.cpg.json,CWE-119_CVE-2013-1772_6_vuln.cpg.json,OK,success,1554,7302,24,17,None,None,TYPE_DECL:186|TYPE:178|METHOD_PARAMETER_IN:156|METHOD_PARAMETER_OUT:156|IDENTIFIER:149|CALL:140,AST:1364|REACHING_DEF:1128|EVAL_TYPE:1021|CONTAINS:782|CFG:511|DOMINATE:469,6.52
CWE-119_CVE-2013-1773_0_vuln.cpg.json,CWE-119_CVE-2013-1773_0_vuln.cpg.json,OK,success,1542,7153,23,17,None,None,TYPE_DECL:189|TYPE:181|METHOD_PARAMETER_IN:176|METHOD_PARAMETER_OUT:176|CALL:139|BLOCK:121,AST:1354|REACHING_DEF:1212|EVAL_TYPE:1030|CONTAINS:736|CFG:447|DOMINATE:423,6.44
CWE-119_CVE-2013-1773_1_vuln.cpg.json,CWE-119_CVE-2013-1773_1_vuln.cpg.json,OK,success,1298,5049,24,16,None,None,TYPE_DECL:193|TYPE:185|METHOD_PARAMETER_IN:156|METHOD_PARAMETER_OUT:156|MEMBER:109|BLOCK:89,AST:1106|EVAL_TYPE:795|REACHING_DEF:749|CONTAINS:540|CFG:267|SOURCE_FILE:266,5.01
CWE-119_CVE-2013-1860_0_vuln.cpg.json,CWE-119_CVE-2013-1860_0_vuln.cpg.json,OK,success,1069,3438,23,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:132|METHOD_PARAMETER_OUT:132|MEMBER:109|BLOCK:79,AST:882|EVAL_TYPE:607|REACHING_DEF:476|CONTAINS:397|SOURCE_FILE:261|REF:192,3.84
CWE-119_CVE-2013-1860_1_vuln.cpg.json,CWE-119_CVE-2013-1860_1_vuln.cpg.json,OK,success,1187,4544,23,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:135|METHOD_PARAMETER_OUT:135|MEMBER:109|BLOCK:83,AST:1000|REACHING_DEF:693|EVAL_TYPE:689|CONTAINS:505|SOURCE_FILE:261|CFG:239,4.57
CWE-119_CVE-2013-1860_2_vuln.cpg.json,CWE-119_CVE-2013-1860_2_vuln.cpg.json,OK,success,1407,6263,24,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:157|METHOD_PARAMETER_OUT:157|MEMBER:109|BLOCK:108,AST:1220|REACHING_DEF:1153|EVAL_TYPE:878|CONTAINS:655|CFG:373|DOMINATE:355,5.79
CWE-119_CVE-2013-1929_0_vuln.cpg.json,CWE-119_CVE-2013-1929_0_vuln.cpg.json,OK,success,1700,8475,24,16,None,None,TYPE_DECL:187|TYPE:179|CALL:176|METHOD_PARAMETER_IN:162|METHOD_PARAMETER_OUT:162|BLOCK:144,AST:1514|REACHING_DEF:1511|EVAL_TYPE:1105|CONTAINS:907|CFG:574|DOMINATE:539,7.37
CWE-119_CVE-2013-2234_0_vuln.cpg.json,CWE-119_CVE-2013-2234_0_vuln.cpg.json,OK,success,1192,4284,23,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:149|METHOD_PARAMETER_OUT:149|MEMBER:109|BLOCK:86,AST:1005|EVAL_TYPE:712|REACHING_DEF:630|CONTAINS:466|SOURCE_FILE:261|REF:210,4.45
CWE-119_CVE-2013-2850_0_vuln.cpg.json,CWE-119_CVE-2013-2850_0_vuln.cpg.json,OK,success,1379,5612,23,16,None,None,TYPE_DECL:189|TYPE:181|METHOD_PARAMETER_IN:172|METHOD_PARAMETER_OUT:172|MEMBER:109|BLOCK:108,AST:1191|REACHING_DEF:944|EVAL_TYPE:880|CONTAINS:584|CFG:305|DOMINATE:294,5.42
CWE-119_CVE-2013-2850_1_vuln.cpg.json,CWE-119_CVE-2013-2850_1_vuln.cpg.json,OK,success,1140,3949,23,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:141|METHOD_PARAMETER_OUT:141|MEMBER:109|BLOCK:84,AST:953|EVAL_TYPE:668|REACHING_DEF:568|CONTAINS:440|SOURCE_FILE:261|REF:202,4.21
CWE-119_CVE-2013-2890_0_vuln.cpg.json,CWE-119_CVE-2013-2890_0_vuln.cpg.json,OK,success,1359,5664,24,16,None,None,TYPE_DECL:190|TYPE:182|METHOD_PARAMETER_IN:159|METHOD_PARAMETER_OUT:159|MEMBER:109|BLOCK:101,AST:1170|REACHING_DEF:944|EVAL_TYPE:852|CONTAINS:594|CFG:318|DOMINATE:309,5.4
CWE-119_CVE-2013-2893_0_vuln.cpg.json,CWE-119_CVE-2013-2893_0_vuln.cpg.json,OK,success,1200,4355,24,16,None,None,TYPE_DECL:189|TYPE:181|METHOD_PARAMETER_IN:145|METHOD_PARAMETER_OUT:145|MEMBER:109|BLOCK:84,AST:1012|EVAL_TYPE:712|REACHING_DEF:611|CONTAINS:484|SOURCE_FILE:262|CFG:217,4.5
CWE-119_CVE-2013-2893_1_vuln.cpg.json,CWE-119_CVE-2013-2893_1_vuln.cpg.json,OK,success,1617,7426,23,17,None,None,TYPE_DECL:196|TYPE:188|METHOD_PARAMETER_IN:175|METHOD_PARAMETER_OUT:175|CALL:150|BLOCK:120,AST:1422|REACHING_DEF:1132|EVAL_TYPE:1055|CONTAINS:783|CFG:492|DOMINATE:471,6.68
CWE-119_CVE-2013-2893_2_vuln.cpg.json,CWE-119_CVE-2013-2893_2_vuln.cpg.json,OK,success,1292,5078,23,16,None,None,TYPE_DECL:191|TYPE:183|METHOD_PARAMETER_IN:149|METHOD_PARAMETER_OUT:149|MEMBER:109|BLOCK:92,AST:1102|EVAL_TYPE:788|REACHING_DEF:720|CONTAINS:560|CFG:286|DOMINATE:280,4.99
CWE-119_CVE-2013-2894_0_vuln.cpg.json,CWE-119_CVE-2013-2894_0_vuln.cpg.json,OK,success,1324,5429,24,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:155|METHOD_PARAMETER_OUT:155|MEMBER:109|BLOCK:93,AST:1137|REACHING_DEF:874|EVAL_TYPE:821|CONTAINS:576|CFG:307|DOMINATE:303,5.23
CWE-119_CVE-2013-2895_0_vuln.cpg.json,CWE-119_CVE-2013-2895_0_vuln.cpg.json,OK,success,1174,4133,23,16,None,None,TYPE_DECL:192|TYPE:184|METHOD_PARAMETER_IN:143|METHOD_PARAMETER_OUT:143|MEMBER:109|BLOCK:84,AST:983|EVAL_TYPE:690|REACHING_DEF:598|CONTAINS:459|SOURCE_FILE:265|REF:214,4.35
CWE-119_CVE-2013-2899_0_vuln.cpg.json,CWE-119_CVE-2013-2899_0_vuln.cpg.json,OK,success,1345,5382,23,16,None,None,TYPE_DECL:190|TYPE:182|METHOD_PARAMETER_IN:169|METHOD_PARAMETER_OUT:169|MEMBER:109|BLOCK:102,AST:1156|REACHING_DEF:935|EVAL_TYPE:845|CONTAINS:556|CFG:285|DOMINATE:274,5.25
CWE-119_CVE-2013-4312_0_vuln.cpg.json,CWE-119_CVE-2013-4312_0_vuln.cpg.json,OK,success,1148,3920,22,16,None,None,TYPE_DECL:189|TYPE:181|METHOD_PARAMETER_IN:140|METHOD_PARAMETER_OUT:140|MEMBER:109|BLOCK:93,AST:960|EVAL_TYPE:670|REACHING_DEF:559|CONTAINS:445|SOURCE_FILE:262|REF:200,4.2
CWE-119_CVE-2013-4312_1_vuln.cpg.json,CWE-119_CVE-2013-4312_1_vuln.cpg.json,OK,success,1113,3707,22,16,None,None,TYPE_DECL:189|TYPE:181|METHOD_PARAMETER_IN:136|METHOD_PARAMETER_OUT:136|MEMBER:109|BLOCK:87,AST:925|EVAL_TYPE:642|REACHING_DEF:520|CONTAINS:423|SOURCE_FILE:262|REF:198,4.04
CWE-119_CVE-2013-4512_0_vuln.cpg.json,CWE-119_CVE-2013-4512_0_vuln.cpg.json,OK,success,1126,3773,22,16,None,None,TYPE_DECL:187|TYPE:179|METHOD_PARAMETER_IN:144|METHOD_PARAMETER_OUT:144|MEMBER:109|BLOCK:85,AST:940|EVAL_TYPE:660|REACHING_DEF:550|CONTAINS:419|SOURCE_FILE:260|REF:197,4.1
CWE-119_CVE-2013-4514_0_vuln.cpg.json,CWE-119_CVE-2013-4514_0_vuln.cpg.json,OK,success,1137,3819,22,14,CONTROL_STRUCTURE,None,TYPE_DECL:190|TYPE:182|METHOD_PARAMETER_IN:144|METHOD_PARAMETER_OUT:144|MEMBER:109|BLOCK:84,AST:948|EVAL_TYPE:664|REACHING_DEF:568|CONTAINS:426|SOURCE_FILE:263|REF:204,4.14
CWE-119_CVE-2013-4588_0_vuln.cpg.json,CWE-119_CVE-2013-4588_0_vuln.cpg.json,OK,success,1675,7818,24,16,None,None,TYPE_DECL:201|TYPE:193|METHOD_PARAMETER_IN:178|METHOD_PARAMETER_OUT:178|CALL:163|IDENTIFIER:129,AST:1475|REACHING_DEF:1211|EVAL_TYPE:1108|CONTAINS:820|CFG:528|DOMINATE:506,6.98
CWE-119_CVE-2013-4588_1_vuln.cpg.json,CWE-119_CVE-2013-4588_1_vuln.cpg.json,OK,success,1653,7516,24,16,None,None,TYPE_DECL:197|TYPE:189|METHOD_PARAMETER_IN:188|METHOD_PARAMETER_OUT:188|CALL:138|BLOCK:131,AST:1457|REACHING_DEF:1292|EVAL_TYPE:1070|CONTAINS:774|CFG:484|DOMINATE:456,6.81
CWE-119_CVE-2013-6381_0_vuln.cpg.json,CWE-119_CVE-2013-6381_0_vuln.cpg.json,OK,success,1353,5475,23,16,None,None,TYPE_DECL:192|TYPE:184|METHOD_PARAMETER_IN:163|METHOD_PARAMETER_OUT:163|MEMBER:109|BLOCK:98,AST:1162|REACHING_DEF:863|EVAL_TYPE:842|CONTAINS:581|CFG:304|DOMINATE:296,5.3
CWE-119_CVE-2013-6382_0_vuln.cpg.json,CWE-119_CVE-2013-6382_0_vuln.cpg.json,OK,success,1283,4879,25,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:158|METHOD_PARAMETER_OUT:158|MEMBER:109|BLOCK:100,AST:1096|EVAL_TYPE:783|REACHING_DEF:757|CONTAINS:524|SOURCE_FILE:261|CFG:251,4.9
CWE-119_CVE-2013-7027_0_vuln.cpg.json,CWE-119_CVE-2013-7027_0_vuln.cpg.json,OK,success,1270,5119,23,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:152|METHOD_PARAMETER_OUT:152|MEMBER:109|BLOCK:93,AST:1083|REACHING_DEF:877|EVAL_TYPE:769|CONTAINS:538|CFG:268|DOMINATE:263,5.01
CWE-119_CVE-2014-0069_0_vuln.cpg.json,CWE-119_CVE-2014-0069_0_vuln.cpg.json,OK,success,1739,8704,25,17,None,None,METHOD_PARAMETER_IN:200|METHOD_PARAMETER_OUT:200|TYPE_DECL:192|TYPE:184|CALL:176|IDENTIFIER:136,REACHING_DEF:1705|AST:1547|EVAL_TYPE:1171|CONTAINS:838|CFG:547|DOMINATE:529,7.54
CWE-119_CVE-2014-0205_0_vuln.cpg.json,CWE-119_CVE-2014-0205_0_vuln.cpg.json,OK,success,1565,7013,25,17,None,None,METHOD_PARAMETER_IN:198|METHOD_PARAMETER_OUT:198|TYPE_DECL:195|TYPE:187|CALL:119|BLOCK:118,AST:1370|REACHING_DEF:1364|EVAL_TYPE:1021|CONTAINS:688|CFG:403|DOMINATE:388,6.44
CWE-119_CVE-2014-0205_1_vuln.cpg.json,CWE-119_CVE-2014-0205_1_vuln.cpg.json,OK,success,1072,3496,22,14,CONTROL_STRUCTURE,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:132|METHOD_PARAMETER_OUT:132|MEMBER:109|BLOCK:78,AST:885|EVAL_TYPE:608|REACHING_DEF:499|CONTAINS:401|SOURCE_FILE:261|REF:193,3.87
CWE-119_CVE-2014-0205_2_vuln.cpg.json,CWE-119_CVE-2014-0205_2_vuln.cpg.json,OK,success,1042,3287,21,14,CONTROL_STRUCTURE,None,TYPE_DECL:187|TYPE:179|METHOD_PARAMETER_IN:130|METHOD_PARAMETER_OUT:130|MEMBER:109|BLOCK:76,AST:856|EVAL_TYPE:586|REACHING_DEF:449|CONTAINS:381|SOURCE_FILE:260|REF:187,3.72
CWE-119_CVE-2014-0205_3_vuln.cpg.json,CWE-119_CVE-2014-0205_3_vuln.cpg.json,OK,success,1119,3763,22,16,None,None,TYPE_DECL:186|TYPE:178|METHOD_PARAMETER_IN:140|METHOD_PARAMETER_OUT:140|MEMBER:109|BLOCK:86,AST:934|EVAL_TYPE:648|REACHING_DEF:557|CONTAINS:425|SOURCE_FILE:259|REF:192,4.08
CWE-119_CVE-2014-2309_0_vuln.cpg.json,CWE-119_CVE-2014-2309_0_vuln.cpg.json,OK,success,2167,12465,25,17,None,None,CALL:302|IDENTIFIER:219|METHOD_PARAMETER_IN:210|METHOD_PARAMETER_OUT:210|TYPE_DECL:197|TYPE:189,REACHING_DEF:2532|AST:1970|EVAL_TYPE:1466|CONTAINS:1204|CFG:889|CDG:886,10.09
CWE-119_CVE-2014-3182_0_vuln.cpg.json,CWE-119_CVE-2014-3182_0_vuln.cpg.json,OK,success,1488,6515,24,16,None,None,TYPE_DECL:196|TYPE:188|METHOD_PARAMETER_IN:171|METHOD_PARAMETER_OUT:171|CALL:120|MEMBER:109,AST:1293|REACHING_DEF:1083|EVAL_TYPE:934|CONTAINS:675|CFG:397|DOMINATE:390,6.04
CWE-119_CVE-2014-3182_1_vuln.cpg.json,CWE-119_CVE-2014-3182_1_vuln.cpg.json,OK,success,1187,4149,24,16,None,None,TYPE_DECL:192|TYPE:184|METHOD_PARAMETER_IN:149|METHOD_PARAMETER_OUT:149|MEMBER:109|BLOCK:87,AST:996|EVAL_TYPE:700|REACHING_DEF:645|CONTAINS:456|SOURCE_FILE:265|REF:218,4.39
CWE-119_CVE-2014-3183_0_vuln.cpg.json,CWE-119_CVE-2014-3183_0_vuln.cpg.json,OK,success,1186,4251,23,16,None,None,TYPE_DECL:192|TYPE:184|METHOD_PARAMETER_IN:150|METHOD_PARAMETER_OUT:150|MEMBER:109|BLOCK:85,AST:995|EVAL_TYPE:706|REACHING_DEF:675|CONTAINS:461|SOURCE_FILE:265|REF:219,4.44
CWE-119_CVE-2014-3184_0_vuln.cpg.json,CWE-119_CVE-2014-3184_0_vuln.cpg.json,OK,success,1094,3605,22,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:140|METHOD_PARAMETER_OUT:140|MEMBER:109|BLOCK:81,AST:907|EVAL_TYPE:632|REACHING_DEF:530|CONTAINS:404|SOURCE_FILE:261|REF:192,3.96
CWE-119_CVE-2014-3184_1_vuln.cpg.json,CWE-119_CVE-2014-3184_1_vuln.cpg.json,OK,success,1463,6962,24,16,None,None,TYPE_DECL:196|TYPE:188|METHOD_PARAMETER_IN:153|METHOD_PARAMETER_OUT:153|CALL:130|MEMBER:109,REACHING_DEF:1411|AST:1268|EVAL_TYPE:949|CONTAINS:698|CFG:435|DOMINATE:405,6.24
CWE-119_CVE-2014-3184_2_vuln.cpg.json,CWE-119_CVE-2014-3184_2_vuln.cpg.json,OK,success,1113,3831,22,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:140|METHOD_PARAMETER_OUT:140|MEMBER:109|BLOCK:81,AST:926|EVAL_TYPE:651|REACHING_DEF:592|CONTAINS:423|SOURCE_FILE:261|REF:196,4.11
CWE-119_CVE-2014-3184_3_vuln.cpg.json,CWE-119_CVE-2014-3184_3_vuln.cpg.json,OK,success,1293,5505,24,16,None,None,TYPE_DECL:191|TYPE:183|METHOD_PARAMETER_IN:147|METHOD_PARAMETER_OUT:147|MEMBER:109|BLOCK:87,AST:1103|REACHING_DEF:1024|EVAL_TYPE:804|CONTAINS:569|CFG:312|DOMINATE:291,5.23
CWE-119_CVE-2014-3184_4_vuln.cpg.json,CWE-119_CVE-2014-3184_4_vuln.cpg.json,OK,success,1123,3958,22,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:140|METHOD_PARAMETER_OUT:140|MEMBER:109|BLOCK:81,AST:936|EVAL_TYPE:661|REACHING_DEF:633|CONTAINS:433|SOURCE_FILE:261|REF:197,4.19
CWE-119_CVE-2014-3185_0_vuln.cpg.json,CWE-119_CVE-2014-3185_0_vuln.cpg.json,OK,success,1294,5224,23,16,None,None,TYPE_DECL:191|TYPE:183|METHOD_PARAMETER_IN:145|METHOD_PARAMETER_OUT:145|MEMBER:109|BLOCK:96,AST:1104|REACHING_DEF:827|EVAL_TYPE:784|CONTAINS:573|CFG:289|DOMINATE:281,5.09
